Lp.,Nazwa Podmiotu,Dyscyplina,Kategoria naukowa
301,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,nauki socjologiczne,B+
302,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,nauki teologiczne,A+
303,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,pedagogika,A
304,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,prawo kanoniczne,A+
305,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,psychologia,B+
306,Kolegium Jagiellońskie – Toruńska Szkoła Wyższa,nauki o polityce i administracji,B+
Lp.,Nazwa Podmiotu,Dyscyplina,Kategoria naukowa
308,"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego wKrakowie",architektura i urbanistyka,B+
309,"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego wKrakowie",nauki medyczne,B+
310,"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego wKrakowie",nauki o bezpieczeństwie,C
311,"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego wKrakowie",nauki o polityce i administracji,C
312,"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego wKrakowie",nauki o zarządzaniu i jakości,C
313,"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego wKrakowie",nauki o zdrowiu,B
314,"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego wKrakowie",nauki prawne,B+
315,"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego wKrakowie",pedagogika,C
316,"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego wKrakowie",psychologia,B
317,Kujawsko-Pomorska Szkoła Wyższa w Bydgoszczy,nauki o kulturze i religii,B
318,Kujawsko-Pomorska Szkoła Wyższa w Bydgoszczy,nauki prawne,B+
319,"Małopolska Wyższa Szkoła Ekonomiczna z siedzibą wTarnowie",nauki o zarządzaniu i jakości,B
320,Mazowiecka Uczelnia Publiczna w Płocku,nauki o polityce i administracji,B+
321,Mazowiecka Uczelnia Publiczna w Płocku,nauki o zdrowiu,C
322,Mazowiecka Uczelnia Publiczna w Płocku,pedagogika,B
323,"Międzynarodowa Wyższa Szkoła Logistyki i Transportu weWrocławiu",nauki o zarządzaniu i jakości,B
324,"Międzynarodowy Instytut Biologii Molekularnej i Komórkowej wWarszawie",nauki biologiczne,A+
325,"Międzynarodowy Instytut Mechanizmów i MaszynMolekularnych Polskiej Akademii Nauk - IMol",nauki biologiczne,C
326,Morski Instytut Rybacki - Państwowy Instytut Badawczy,zootechnika i rybactwo,A
327,Muzeum i Instytut Zoologii Polskiej Akademii Nauk,nauki biologiczne,B+
328,Narodowe Centrum Badań Jądrowych,"automatyka, elektronika ielektrotechnika",C
329,Narodowe Centrum Badań Jądrowych,inżynieria materiałowa,B
330,Narodowe Centrum Badań Jądrowych,"inżynieria środowiska, górnictwo ienergetyka",B+
331,Narodowe Centrum Badań Jądrowych,nauki farmaceutyczne,C
332,Narodowe Centrum Badań Jądrowych,nauki fizyczne,A
333,"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji im. prof.dr hab. med. Eleonory Reicher",nauki medyczne,A
334,"Narodowy Instytut Kardiologii Stefana Kardynała Wyszyńskiego– Państwowy Instytut Badawczy",nauki medyczne,A
335,Narodowy Instytut Leków,nauki farmaceutyczne,B+
336,Narodowy Instytut Leków,nauki medyczne,A
337,"Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie –Państwowy Instytut Badawczy",nauki medyczne,A
Lp.,Nazwa Podmiotu,Dyscyplina,Kategoria naukowa
339,"Naukowa i Akademicka Sieć Komputerowa - PaństwowyInstytut Badawczy","informatyka techniczna itelekomunikacja",A
340,"Ośrodek Przetwarzania Informacji — Państwowy InstytutBadawczy","informatyka techniczna itelekomunikacja",B+
341,"Ośrodek Przetwarzania Informacji — Państwowy InstytutBadawczy",nauki socjologiczne,A
342,"Państwowa Wyższa Szkoła Filmowa, Telewizyjna i Teatralnaim. Leona Schillera w Łodzi",nauki o sztuce,B
343,"Państwowa Wyższa Szkoła Filmowa, Telewizyjna i Teatralnaim. Leona Schillera w Łodzi",sztuki filmowe i teatralne,A
344,"Państwowa Wyższa Szkoła Filmowa, Telewizyjna i Teatralnaim. Leona Schillera w Łodzi","sztuki plastyczne i konserwacja dziełsztuki",B
345,"Państwowy Instytut Geologiczny - Państwowy InstytutBadawczy",nauki o Ziemi i środowisku,B+
346,"Państwowy Instytut Weterynaryjny - Państwowy InstytutBadawczy",weterynaria,A
347,Papieski Wydział Teologiczny we Wrocławiu,nauki teologiczne,A
348,Politechnika Białostocka,architektura i urbanistyka,B
349,Politechnika Białostocka,"automatyka, elektronika ielektrotechnika",B+
350,Politechnika Białostocka,"informatyka techniczna itelekomunikacja",B+
351,Politechnika Białostocka,inżynieria biomedyczna,B+
352,Politechnika Białostocka,inżynieria lądowa i transport,B+
353,Politechnika Białostocka,inżynieria mechaniczna,A
354,Politechnika Białostocka,"inżynieria środowiska, górnictwo ienergetyka",B+
355,Politechnika Białostocka,nauki leśne,B+
356,Politechnika Białostocka,nauki o zarządzaniu i jakości,A
357,Politechnika Białostocka,"sztuki plastyczne i konserwacja dziełsztuki",B
358,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,"automatyka, elektronika ielektrotechnika",B+
359,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,"informatyka techniczna itelekomunikacja",B+
360,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,inżynieria chemiczna,B+
361,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,inżynieria lądowa i transport,B+
362,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,inżynieria mechaniczna,B+
363,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,nauki chemiczne,B+
364,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,nauki o zarządzaniu i jakości,B+
365,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,rolnictwo i ogrodnictwo,A
366,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,"sztuki plastyczne i konserwacja dziełsztuki",B+
367,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,zootechnika i rybactwo,A
368,Politechnika Częstochowska,"automatyka, elektronika ielektrotechnika",B+
Lp.,Nazwa Podmiotu,Dyscyplina,Kategoria naukowa
370,Politechnika Częstochowska,inżynieria lądowa i transport,B
371,Politechnika Częstochowska,inżynieria materiałowa,B+
372,Politechnika Częstochowska,inżynieria mechaniczna,B+
373,Politechnika Częstochowska,"inżynieria środowiska, górnictwo ienergetyka",B+
374,Politechnika Częstochowska,nauki o zarządzaniu i jakości,B+
375,Politechnika Gdańska,architektura i urbanistyka,A+
376,Politechnika Gdańska,"automatyka, elektronika ielektrotechnika",A+
377,Politechnika Gdańska,ekonomia i finanse,A
378,Politechnika Gdańska,"informatyka techniczna itelekomunikacja",B+
379,Politechnika Gdańska,inżynieria biomedyczna,A
380,Politechnika Gdańska,inżynieria chemiczna,A
381,Politechnika Gdańska,inżynieria lądowa i transport,B+
382,Politechnika Gdańska,inżynieria materiałowa,A
383,Politechnika Gdańska,inżynieria mechaniczna,A
384,Politechnika Gdańska,"inżynieria środowiska, górnictwo ienergetyka",A
385,Politechnika Gdańska,matematyka,A
386,Politechnika Gdańska,nauki chemiczne,A+
387,Politechnika Gdańska,nauki fizyczne,B+
388,Politechnika Gdańska,nauki o zarządzaniu i jakości,A
389,Politechnika Koszalińska,"automatyka, elektronika ielektrotechnika",B+
390,Politechnika Koszalińska,ekonomia i finanse,B+
391,Politechnika Koszalińska,inżynieria lądowa i transport,B
392,Politechnika Koszalińska,inżynieria mechaniczna,A
393,Politechnika Koszalińska,nauki o polityce i administracji,B+
394,Politechnika Koszalińska,"sztuki plastyczne i konserwacja dziełsztuki",C
395,Politechnika Krakowska im. Tadeusza Kościuszki,architektura i urbanistyka,A
396,Politechnika Krakowska im. Tadeusza Kościuszki,"automatyka, elektronika ielektrotechnika",A
397,Politechnika Krakowska im. Tadeusza Kościuszki,"informatyka techniczna itelekomunikacja",B+
398,Politechnika Krakowska im. Tadeusza Kościuszki,inżynieria chemiczna,A
399,Politechnika Krakowska im. Tadeusza Kościuszki,inżynieria lądowa i transport,A
Lp.,Nazwa Podmiotu,Dyscyplina,Kategoria naukowa
401,Politechnika Krakowska im. Tadeusza Kościuszki,inżynieria mechaniczna,A
402,Politechnika Krakowska im. Tadeusza Kościuszki,"inżynieria środowiska, górnictwo ienergetyka",A
403,Politechnika Lubelska,architektura i urbanistyka,B+
404,Politechnika Lubelska,"automatyka, elektronika ielektrotechnika",A
405,Politechnika Lubelska,"informatyka techniczna itelekomunikacja",A
406,Politechnika Lubelska,inżynieria lądowa i transport,A+
407,Politechnika Lubelska,inżynieria mechaniczna,A+
408,Politechnika Lubelska,"inżynieria środowiska, górnictwo ienergetyka",B+
409,Politechnika Lubelska,nauki o zarządzaniu i jakości,B+
410,Politechnika Łódzka,architektura i urbanistyka,C
411,Politechnika Łódzka,"automatyka, elektronika ielektrotechnika",B+
412,Politechnika Łódzka,"informatyka techniczna itelekomunikacja",A
413,Politechnika Łódzka,inżynieria chemiczna,A
414,Politechnika Łódzka,inżynieria lądowa i transport,B+
415,Politechnika Łódzka,inżynieria materiałowa,A
416,Politechnika Łódzka,inżynieria mechaniczna,A
417,Politechnika Łódzka,matematyka,A
418,Politechnika Łódzka,nauki chemiczne,A
419,Politechnika Łódzka,nauki fizyczne,B+
420,Politechnika Łódzka,nauki o zarządzaniu i jakości,B+
421,Politechnika Łódzka,technologia żywności i żywienia,A
422,Politechnika Opolska,architektura i urbanistyka,B+
423,Politechnika Opolska,"automatyka, elektronika ielektrotechnika",B+
424,Politechnika Opolska,ekonomia i finanse,A
425,Politechnika Opolska,"informatyka techniczna itelekomunikacja",B+
426,Politechnika Opolska,inżynieria lądowa i transport,B+
427,Politechnika Opolska,inżynieria mechaniczna,B+
428,Politechnika Opolska,"inżynieria środowiska, górnictwo ienergetyka",A
429,Politechnika Opolska,nauki o kulturze fizycznej,B+
430,Politechnika Opolska,nauki o zarządzaniu i jakości,B+
Lp.,Nazwa Podmiotu,Dyscyplina,Kategoria naukowa
432,Politechnika Poznańska,architektura i urbanistyka,B+
433,Politechnika Poznańska,"automatyka, elektronika ielektrotechnika",A
434,Politechnika Poznańska,"informatyka techniczna itelekomunikacja",B+
435,Politechnika Poznańska,inżynieria lądowa i transport,A
436,Politechnika Poznańska,inżynieria materiałowa,A+
437,Politechnika Poznańska,inżynieria mechaniczna,B+
438,Politechnika Poznańska,"inżynieria środowiska, górnictwo ienergetyka",A
439,Politechnika Poznańska,nauki chemiczne,A
440,Politechnika Poznańska,nauki o zarządzaniu i jakości,B+
441,Politechnika Rzeszowska im. Ignacego Łukasiewicza,architektura i urbanistyka,A
442,Politechnika Rzeszowska im. Ignacego Łukasiewicza,"automatyka, elektronika ielektrotechnika",B
443,Politechnika Rzeszowska im. Ignacego Łukasiewicza,ekonomia i finanse,B+
444,Politechnika Rzeszowska im. Ignacego Łukasiewicza,"informatyka techniczna itelekomunikacja",B+
445,Politechnika Rzeszowska im. Ignacego Łukasiewicza,inżynieria chemiczna,B+
446,Politechnika Rzeszowska im. Ignacego Łukasiewicza,inżynieria lądowa i transport,B+
447,Politechnika Rzeszowska im. Ignacego Łukasiewicza,inżynieria materiałowa,B+
448,Politechnika Rzeszowska im. Ignacego Łukasiewicza,inżynieria mechaniczna,B+
449,Politechnika Rzeszowska im. Ignacego Łukasiewicza,"inżynieria środowiska, górnictwo ienergetyka",B+
450,Politechnika Rzeszowska im. Ignacego Łukasiewicza,matematyka,B
451,Politechnika Rzeszowska im. Ignacego Łukasiewicza,nauki fizyczne,B+
452,Politechnika Rzeszowska im. Ignacego Łukasiewicza,nauki o bezpieczeństwie,B+
453,Politechnika Rzeszowska im. Ignacego Łukasiewicza,nauki o zarządzaniu i jakości,B+
454,Politechnika Śląska,architektura i urbanistyka,B
455,Politechnika Śląska,"automatyka, elektronika ielektrotechnika",B+
456,Politechnika Śląska,"informatyka techniczna itelekomunikacja",B+
457,Politechnika Śląska,inżynieria biomedyczna,B+
458,Politechnika Śląska,inżynieria chemiczna,A
459,Politechnika Śląska,inżynieria lądowa i transport,A
460,Politechnika Śląska,inżynieria materiałowa,B+
461,Politechnika Śląska,inżynieria mechaniczna,B+
Lp.,Nazwa Podmiotu,Dyscyplina,Kategoria naukowa
463,Politechnika Śląska,nauki chemiczne,A
464,Politechnika Śląska,nauki o zarządzaniu i jakości,B+
465,Politechnika Śląska,nauki o Ziemi i środowisku,A
466,Politechnika Świętokrzyska,"automatyka, elektronika ielektrotechnika",B+
467,Politechnika Świętokrzyska,inżynieria lądowa i transport,A
468,Politechnika Świętokrzyska,inżynieria mechaniczna,A
469,Politechnika Świętokrzyska,"inżynieria środowiska, górnictwo ienergetyka",B
470,Politechnika Świętokrzyska,nauki o zarządzaniu i jakości,B+
471,Politechnika Warszawska,architektura i urbanistyka,B+
472,Politechnika Warszawska,"automatyka, elektronika ielektrotechnika",A
473,Politechnika Warszawska,filozofia,A
474,Politechnika Warszawska,"informatyka techniczna itelekomunikacja",A
475,Politechnika Warszawska,inżynieria biomedyczna,B+
476,Politechnika Warszawska,inżynieria chemiczna,B+
477,Politechnika Warszawska,inżynieria lądowa i transport,B+
478,Politechnika Warszawska,inżynieria materiałowa,A
479,Politechnika Warszawska,inżynieria mechaniczna,B+
480,Politechnika Warszawska,"inżynieria środowiska, górnictwo ienergetyka",A
481,Politechnika Warszawska,matematyka,A
482,Politechnika Warszawska,nauki chemiczne,A
483,Politechnika Warszawska,nauki fizyczne,B+
484,Politechnika Warszawska,nauki o zarządzaniu i jakości,B+
485,Politechnika Warszawska,nauki prawne,A+
486,Politechnika Wrocławska,architektura i urbanistyka,B+
487,Politechnika Wrocławska,"automatyka, elektronika ielektrotechnika",B+
488,Politechnika Wrocławska,"informatyka techniczna itelekomunikacja",B+
489,Politechnika Wrocławska,inżynieria biomedyczna,A
490,Politechnika Wrocławska,inżynieria chemiczna,A
491,Politechnika Wrocławska,inżynieria lądowa i transport,B+
492,Politechnika Wrocławska,inżynieria materiałowa,A
Lp.,Nazwa Podmiotu,Dyscyplina,Kategoria naukowa
494,Politechnika Wrocławska,"inżynieria środowiska, górnictwo ienergetyka",B+
495,Politechnika Wrocławska,matematyka,A+
496,Politechnika Wrocławska,nauki chemiczne,A
497,Politechnika Wrocławska,nauki fizyczne,A+
498,Politechnika Wrocławska,nauki o zarządzaniu i jakości,A
499,Polsko-Japońska Akademia Technik Komputerowych,"informatyka techniczna itelekomunikacja",A
500,Polsko-Japońska Akademia Technik Komputerowych,"sztuki plastyczne i konserwacja dziełsztuki",B+
501,Poltegor-Instytut Instytut Górnictwa Odkrywkowego,"inżynieria środowiska, górnictwo ienergetyka",B+
502,Pomorski Uniwersytet Medyczny w Szczecinie,nauki farmaceutyczne,A
503,Pomorski Uniwersytet Medyczny w Szczecinie,nauki medyczne,B+
504,Pomorski Uniwersytet Medyczny w Szczecinie,nauki o zdrowiu,B+
505,"Poznański Park Naukowo-Technologiczny FundacjiUniwersytetu im. A. Mickiewicza",nauki chemiczne,B+
506,Sopocka Akademia Nauk Stosowanych,ekonomia i finanse,C
507,Społeczna Akademia Nauk z siedzibą w Łodzi,"informatyka techniczna itelekomunikacja",A
508,Społeczna Akademia Nauk z siedzibą w Łodzi,nauki o zarządzaniu i jakości,B+
509,"SWPS Uniwersytet Humanistycznospołeczny z siedzibą wWarszawie",literaturoznawstwo,A
510,"SWPS Uniwersytet Humanistycznospołeczny z siedzibą wWarszawie",nauki o kulturze i religii,A
511,"SWPS Uniwersytet Humanistycznospołeczny z siedzibą wWarszawie",nauki o polityce i administracji,A
512,"SWPS Uniwersytet Humanistycznospołeczny z siedzibą wWarszawie",nauki prawne,B+
513,"SWPS Uniwersytet Humanistycznospołeczny z siedzibą wWarszawie",nauki socjologiczne,A
514,"SWPS Uniwersytet Humanistycznospołeczny z siedzibą wWarszawie",psychologia,A+
515,"SWPS Uniwersytet Humanistycznospołeczny z siedzibą wWarszawie","sztuki plastyczne i konserwacja dziełsztuki",A
516,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,ekonomia i finanse,B+
517,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,"informatyka techniczna itelekomunikacja",B
518,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,inżynieria lądowa i transport,B+
519,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,inżynieria mechaniczna,B+
520,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,"inżynieria środowiska, górnictwo ienergetyka",B+
521,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,nauki biologiczne,B+
522,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,nauki leśne,B+
523,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,nauki o zarządzaniu i jakości,A
Lp.,Nazwa Podmiotu,Dyscyplina,Kategoria naukowa
525,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,pedagogika,B+
526,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,rolnictwo i ogrodnictwo,B+
527,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,technologia żywności i żywienia,B+
528,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,weterynaria,B+
529,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,zootechnika i rybactwo,B+
530,Szkoła Główna Handlowa w Warszawie,ekonomia i finanse,B+
531,Szkoła Główna Handlowa w Warszawie,nauki o polityce i administracji,B+
532,Szkoła Główna Handlowa w Warszawie,nauki o zarządzaniu i jakości,B+
533,Szkoła Główna Handlowa w Warszawie,nauki prawne,B+
534,Szkoła Główna Służby Pożarniczej,"inżynieria środowiska, górnictwo ienergetyka",A
535,Szkoła Główna Służby Pożarniczej,nauki o bezpieczeństwie,A+
536,Szkoła Wyższa Wymiaru Sprawiedliwości,nauki o bezpieczeństwie,A
537,Szkoła Wyższa Wymiaru Sprawiedliwości,pedagogika,A
538,Śląski Uniwersytet Medyczny w Katowicach,nauki farmaceutyczne,B+
539,Śląski Uniwersytet Medyczny w Katowicach,nauki medyczne,B+
540,Śląski Uniwersytet Medyczny w Katowicach,nauki o zdrowiu,B+
541,Uczelnia Łazarskiego w Warszawie,ekonomia i finanse,B+
542,Uczelnia Łazarskiego w Warszawie,nauki medyczne,B+
543,Uczelnia Łazarskiego w Warszawie,nauki o polityce i administracji,B+
544,Uczelnia Łazarskiego w Warszawie,nauki prawne,A
545,"Uniwersytet Artystyczny im. Magdaleny Abakanowicz wPoznaniu",nauki o sztuce,B+
546,"Uniwersytet Artystyczny im. Magdaleny Abakanowicz wPoznaniu","sztuki plastyczne i konserwacja dziełsztuki",B+
547,Uniwersytet Ekonomiczny w Katowicach,ekonomia i finanse,B+
548,Uniwersytet Ekonomiczny w Katowicach,nauki o zarządzaniu i jakości,B+
549,Uniwersytet Ekonomiczny w Krakowie,ekonomia i finanse,B+
550,Uniwersytet Ekonomiczny w Krakowie,"geografia społeczno-ekonomiczna igospodarka przestrzenna",B+
551,Uniwersytet Ekonomiczny w Krakowie,nauki o polityce i administracji,B+
552,Uniwersytet Ekonomiczny w Krakowie,nauki o zarządzaniu i jakości,B+
553,Uniwersytet Ekonomiczny w Krakowie,nauki prawne,B+
554,Uniwersytet Ekonomiczny w Poznaniu,ekonomia i finanse,B+
Lp.,Nazwa Podmiotu,Dyscyplina,Kategoria naukowa
556,Uniwersytet Ekonomiczny we Wrocławiu,ekonomia i finanse,B+
557,Uniwersytet Ekonomiczny we Wrocławiu,nauki o zarządzaniu i jakości,B+
558,Uniwersytet Ekonomiczny we Wrocławiu,technologia żywności i żywienia,B
559,Uniwersytet Gdański,archeologia,B
560,Uniwersytet Gdański,ekonomia i finanse,B+
561,Uniwersytet Gdański,filozofia,B+
562,Uniwersytet Gdański,"geografia społeczno-ekonomiczna igospodarka przestrzenna",B+
563,Uniwersytet Gdański,historia,B+
564,Uniwersytet Gdański,informatyka,B
565,Uniwersytet Gdański,językoznawstwo,B+
566,Uniwersytet Gdański,literaturoznawstwo,B+
567,Uniwersytet Gdański,matematyka,B+
568,Uniwersytet Gdański,nauki biologiczne,B+
569,Uniwersytet Gdański,nauki chemiczne,B+
570,Uniwersytet Gdański,nauki fizyczne,A
571,Uniwersytet Gdański,nauki o kulturze i religii,B+
572,Uniwersytet Gdański,nauki o polityce i administracji,B
573,Uniwersytet Gdański,nauki o sztuce,A
574,Uniwersytet Gdański,nauki o zarządzaniu i jakości,B
575,Uniwersytet Gdański,nauki o Ziemi i środowisku,B
576,Uniwersytet Gdański,nauki prawne,A
577,Uniwersytet Gdański,nauki socjologiczne,A
578,Uniwersytet Gdański,pedagogika,B+
579,Uniwersytet Gdański,psychologia,A
580,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza wCzęstochowie",filozofia,B
581,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza wCzęstochowie",historia,A
582,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza wCzęstochowie",językoznawstwo,B+
583,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza wCzęstochowie",literaturoznawstwo,A
584,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza wCzęstochowie",nauki chemiczne,A
585,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza wCzęstochowie",nauki fizyczne,B+
Lp.,Nazwa Podmiotu,Dyscyplina,Kategoria naukowa
587,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza wCzęstochowie",nauki o kulturze fizycznej,B+
588,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza wCzęstochowie",nauki o zdrowiu,B+
589,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza wCzęstochowie",nauki prawne,A
590,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza wCzęstochowie",pedagogika,B+
591,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza wCzęstochowie",sztuki muzyczne,B+
592,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza wCzęstochowie","sztuki plastyczne i konserwacja dziełsztuki",B+
593,Uniwersytet im. Adama Mickiewicza w Poznaniu,archeologia,A+
594,Uniwersytet im. Adama Mickiewicza w Poznaniu,astronomia,A
595,Uniwersytet im. Adama Mickiewicza w Poznaniu,filozofia,A
596,Uniwersytet im. Adama Mickiewicza w Poznaniu,"geografia społeczno-ekonomiczna igospodarka przestrzenna",A
597,Uniwersytet im. Adama Mickiewicza w Poznaniu,historia,B+
598,Uniwersytet im. Adama Mickiewicza w Poznaniu,informatyka,B+
599,Uniwersytet im. Adama Mickiewicza w Poznaniu,inżynieria materiałowa,A
600,Uniwersytet im. Adama Mickiewicza w Poznaniu,językoznawstwo,A
601,Uniwersytet im. Adama Mickiewicza w Poznaniu,literaturoznawstwo,A
602,Uniwersytet im. Adama Mickiewicza w Poznaniu,matematyka,A
603,Uniwersytet im. Adama Mickiewicza w Poznaniu,nauki biologiczne,B+
604,Uniwersytet im. Adama Mickiewicza w Poznaniu,nauki chemiczne,B+
605,Uniwersytet im. Adama Mickiewicza w Poznaniu,nauki fizyczne,A
606,Uniwersytet im. Adama Mickiewicza w Poznaniu,"nauki o komunikacji społecznej imediach",A
607,Uniwersytet im. Adama Mickiewicza w Poznaniu,nauki o kulturze i religii,A+
608,Uniwersytet im. Adama Mickiewicza w Poznaniu,nauki o polityce i administracji,B+
609,Uniwersytet im. Adama Mickiewicza w Poznaniu,nauki o sztuce,B+
610,Uniwersytet im. Adama Mickiewicza w Poznaniu,nauki o Ziemi i środowisku,B+
611,Uniwersytet im. Adama Mickiewicza w Poznaniu,nauki prawne,B+
612,Uniwersytet im. Adama Mickiewicza w Poznaniu,nauki socjologiczne,A
613,Uniwersytet im. Adama Mickiewicza w Poznaniu,nauki teologiczne,B+
614,Uniwersytet im. Adama Mickiewicza w Poznaniu,pedagogika,B+
615,Uniwersytet im. Adama Mickiewicza w Poznaniu,psychologia,B+
616,Uniwersytet Jagielloński w Krakowie,archeologia,B+
Lp.,Nazwa Podmiotu,Dyscyplina,Kategoria naukowa
618,Uniwersytet Jagielloński w Krakowie,ekonomia i finanse,B+
619,Uniwersytet Jagielloński w Krakowie,filozofia,A
620,Uniwersytet Jagielloński w Krakowie,"geografia społeczno-ekonomiczna igospodarka przestrzenna",A
621,Uniwersytet Jagielloński w Krakowie,historia,B+
622,Uniwersytet Jagielloński w Krakowie,informatyka,A
623,Uniwersytet Jagielloński w Krakowie,"informatyka techniczna itelekomunikacja",B+
624,Uniwersytet Jagielloński w Krakowie,językoznawstwo,B+
625,Uniwersytet Jagielloński w Krakowie,literaturoznawstwo,B+
626,Uniwersytet Jagielloński w Krakowie,matematyka,A
627,Uniwersytet Jagielloński w Krakowie,nauki biologiczne,A
628,Uniwersytet Jagielloński w Krakowie,nauki chemiczne,A+
629,Uniwersytet Jagielloński w Krakowie,nauki farmaceutyczne,B+
630,Uniwersytet Jagielloński w Krakowie,nauki fizyczne,A+
631,Uniwersytet Jagielloński w Krakowie,nauki medyczne,B+
632,Uniwersytet Jagielloński w Krakowie,nauki o bezpieczeństwie,A+
633,Uniwersytet Jagielloński w Krakowie,"nauki o komunikacji społecznej imediach",B+
634,Uniwersytet Jagielloński w Krakowie,nauki o kulturze i religii,B+
635,Uniwersytet Jagielloński w Krakowie,nauki o polityce i administracji,B+
636,Uniwersytet Jagielloński w Krakowie,nauki o sztuce,A
637,Uniwersytet Jagielloński w Krakowie,nauki o zarządzaniu i jakości,B+
638,Uniwersytet Jagielloński w Krakowie,nauki o zdrowiu,B+
639,Uniwersytet Jagielloński w Krakowie,nauki o Ziemi i środowisku,B+
640,Uniwersytet Jagielloński w Krakowie,nauki prawne,A
641,Uniwersytet Jagielloński w Krakowie,nauki socjologiczne,B+
642,Uniwersytet Jagielloński w Krakowie,pedagogika,B+
643,Uniwersytet Jagielloński w Krakowie,psychologia,A+
644,Uniwersytet Jana Kochanowskiego w Kielcach,ekonomia i finanse,B
645,Uniwersytet Jana Kochanowskiego w Kielcach,"geografia społeczno-ekonomiczna igospodarka przestrzenna",B
646,Uniwersytet Jana Kochanowskiego w Kielcach,historia,B+
647,Uniwersytet Jana Kochanowskiego w Kielcach,językoznawstwo,B+
Lp.,Nazwa Podmiotu,Dyscyplina,Kategoria naukowa
649,Uniwersytet Jana Kochanowskiego w Kielcach,matematyka,B
650,Uniwersytet Jana Kochanowskiego w Kielcach,nauki biologiczne,B
651,Uniwersytet Jana Kochanowskiego w Kielcach,nauki chemiczne,A
652,Uniwersytet Jana Kochanowskiego w Kielcach,nauki fizyczne,B+
653,Uniwersytet Jana Kochanowskiego w Kielcach,nauki medyczne,B+
654,Uniwersytet Jana Kochanowskiego w Kielcach,nauki o bezpieczeństwie,B
655,Uniwersytet Jana Kochanowskiego w Kielcach,"nauki o komunikacji społecznej imediach",B+
656,Uniwersytet Jana Kochanowskiego w Kielcach,nauki o polityce i administracji,B
657,Uniwersytet Jana Kochanowskiego w Kielcach,nauki o zarządzaniu i jakości,B+
658,Uniwersytet Jana Kochanowskiego w Kielcach,nauki o zdrowiu,B+
659,Uniwersytet Jana Kochanowskiego w Kielcach,nauki o Ziemi i środowisku,B+
660,Uniwersytet Jana Kochanowskiego w Kielcach,nauki prawne,B
661,Uniwersytet Jana Kochanowskiego w Kielcach,pedagogika,B+
662,Uniwersytet Jana Kochanowskiego w Kielcach,psychologia,B
663,Uniwersytet Jana Kochanowskiego w Kielcach,sztuki muzyczne,B+
664,Uniwersytet Jana Kochanowskiego w Kielcach,"sztuki plastyczne i konserwacja dziełsztuki",A
